FID,OBJECTID,ID,Inentario_Movimiento,F35DOV_TIP,Tipo_Movimiento,Subtipo_Movimiento,Subtipo_nombre,Etiqueta,Representación_mapa,ESRI_OID,x,y
5745,-7.58397098089E+56,11213,34429,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,5761,-8536579.98852404,130645.6495023
5746,-7.58397098089E+56,11216,34430,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,5763,-8536247.26692253,128004.360948828
5747,-7.58397098089E+56,11217,34431,69,Deslizamiento,82,Deslizamiento traslacional planar,Deslizamiento,dtp,5764,-8170634.16971032,562451.903676805
5748,-7.58397098089E+56,11219,34432,71,Flujo,5,Flujo de detritos,Flujo,fd,5765,-8536472.53426861,131807.328650732
5749,-7.58397098089E+56,11221,34433,67,Caida,20,Caida de detritos,Caida,cd,5766,-8536509.17697143,131810.514292813
5750,-7.58397098089E+56,11222,34434,71,Flujo,5,Flujo de detritos,Flujo,fd,5767,-8536441.24113523,131815.431990749
5751,-7.58397098089E+56,11223,34435,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,5768,-8168357.37687805,552843.426519976
5752,-7.58397098089E+56,11225,34436,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,5769,-8167377.14686798,557716.541086747
5753,-7.58397098089E+56,11226,34437,67,Caida,15,Caida de roca,Caida,cr,5770,-8166387.02189101,555262.530244945
5754,-7.58397098089E+56,11227,34438,67,Caida,15,Caida de roca,Caida,cr,5771,-8168234.92543818,554617.846171127
5755,-7.58397098089E+56,11228,34439,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,5772,-8167967.44941473,554381.949698487
5756,-7.58397098089E+56,11231,34440,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,5773,-8171407.22168024,551906.944488124
5757,-7.58397098089E+56,11232,34441,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,5774,-8167154.50788639,605323.571725364
5758,-7.58397098089E+56,11234,34442,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,5775,-8168769.25899399,603431.645667004
5759,-7.58397098089E+56,11236,34443,71,Flujo,5,Flujo de detritos,Flujo,fd,5776,-8536391.67301501,131013.699616825
5760,-7.58397098089E+56,11237,34444,71,Flujo,5,Flujo de detritos,Flujo,fd,5777,-8536480.72860764,131072.340293723
5761,-7.58397098089E+56,11238,34445,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,5778,-8170271.45362861,607824.996451715
5762,-7.58397098089E+56,11240,34446,71,Flujo,5,Flujo de detritos,Flujo,fd,5779,-8536582.89518727,131806.462622843
5763,-7.58397098089E+56,11241,34447,71,Flujo,5,Flujo de detritos,Flujo,fd,5780,-8536420.05948516,131127.176724811
5764,-7.58397098089E+56,11242,34448,67,Caida,20,Caida de detritos,Caida,cd,5781,-8146227.06210835,560050.814315098
5765,-7.58397098089E+56,11243,34449,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,5782,-8146493.61039516,561141.616173493
5766,-7.58397098089E+56,11245,34450,67,Caida,20,Caida de detritos,Caida,cd,5783,-8536741.24716292,131853.103093839
5767,-7.58397098089E+56,11247,34451,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,5784,-8139035.20451201,561619.972300658
5768,-7.58397098089E+56,11248,34452,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,5785,-8137841.92146435,560627.254829549
5769,-7.58397098089E+56,11251,34453,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,5786,-8131873.95988696,558238.641993651
5770,-7.58397098089E+56,11253,34454,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,5787,-8143665.47694924,553578.355337094
5771,-7.58397098089E+56,11254,34455,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,5788,-8143445.62095492,553457.92555497
5772,-7.58397098089E+56,11256,34456,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,5789,-8180844.64075779,560427.967883056
5773,-7.58397098089E+56,11258,34457,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,5790,-8145636.7595616,554598.912396038
5774,-7.58397098089E+56,11259,34458,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,5791,-8145013.37041316,554446.821094377
5775,-7.58397098089E+56,11260,34459,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,5792,-8146493.61039516,553145.057414561
5776,-7.58397098089E+56,11262,34460,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,5793,-8145091.60330226,553175.164769707
5777,-7.58397098089E+56,11264,34461,67,Caida,15,Caida de roca,Caida,cr,5794,-8148252.45834969,554409.884769067
5778,-7.58397098089E+56,11265,34462,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,5795,-8141094.61509169,559186.007103272
5779,-7.58397098089E+56,11268,34463,71,Flujo,2,Avalancha de rocas,Avalancha,ad,5796,-8139718.27326398,559390.567499516
5780,-7.58397098089E+56,11269,34464,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,5797,-8175847.63249203,591889.272649101
5781,-7.58397098089E+56,11270,34465,69,Deslizamiento,81,Deslizamiento traslacional en cuña,Deslizamiento,dtc,5798,-8154720.68270557,537868.473907233
5782,-7.58397098089E+56,11272,34466,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,5799,-8149533.25098491,548144.002702101
5783,-7.58397098089E+56,11274,34467,67,Caida,20,Caida de detritos,Caida,cd,5800,-8150802.29317995,548223.145384937
5784,-7.58397098089E+56,11276,34468,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,5801,-8143699.49117625,551683.47180571
5785,-7.58397098089E+56,11277,34469,71,Flujo,5,Flujo de detritos,Flujo,fd,5802,-8536761.59391681,131843.700822189
5786,-7.58397098089E+56,11278,34470,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,5803,-8137788.42621513,565863.23244503
5787,-7.58397098089E+56,11280,34471,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,5804,-8143087.23397689,561063.390801633
5788,-7.58397098089E+56,11282,34472,67,Caida,20,Caida de detritos,Caida,cd,5805,-8144590.35634814,561259.885608329
5789,-7.58397098089E+56,11284,34473,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,5806,-8143933.88059801,556000.028507309
5790,-7.58397098089E+56,11286,34474,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,5807,-8149944.51460976,559208.356624668
5791,-7.58397098089E+56,11287,34475,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,5808,-8137988.80129855,558410.296669571
5792,-7.58397098089E+56,11290,34476,69,Deslizamiento,81,Deslizamiento traslacional en cuña,Deslizamiento,dtc,5809,-8136853.34249246,558946.68137034
5793,-7.58397098089E+56,11291,34477,67,Caida,20,Caida de detritos,Caida,cd,5810,-8139458.21857703,560131.211558262
5794,-7.58397098089E+56,11292,34478,72,Reptación,8,Reptacion de suelos,Reptación,lr,5811,-8164594.77808924,583789.275804451
5795,-7.58397098089E+56,11293,34479,72,Reptación,8,Reptacion de suelos,Reptación,lr,5812,-8163292.03080141,584791.942428321
5796,-7.58397098089E+56,11294,34480,71,Flujo,5,Flujo de detritos,Flujo,fd,5813,-8536455.68172221,129981.923152397
5797,-7.58397098089E+56,11295,34481,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,5814,-8170082.21049425,582097.910265967
5798,-7.58397098089E+56,11297,34483,67,Caida,20,Caida de detritos,Caida,cd,5815,-8164772.27078342,582357.186116872
5799,-7.58397098089E+56,11298,34484,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,5816,-8176796.94039659,582508.094448121
5800,-7.58397098089E+56,11300,34485,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,5817,-8166264.87969668,606666.992642895
5801,-7.58397098089E+56,11301,34486,72,Reptación,8,Reptacion de suelos,Reptación,lr,5818,-8164044.36498958,602847.088149967
5802,-7.58397098089E+56,11302,34487,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,5819,-8161737.88703398,547058.66964062
5803,-7.58397098089E+56,11303,34488,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,5820,-8166800.45012335,543145.456489167
5804,-7.58397098089E+56,11306,34489,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,5822,-8166065.12299303,543657.834000396
5805,-7.58397098089E+56,11305,34490,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,5821,-8165328.55899184,541933.578098286
5806,-7.58397098089E+56,11308,34491,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,5823,-8165769.50796266,543017.905828007
5807,-7.58397098089E+56,11311,34492,72,Reptación,8,Reptacion de suelos,Reptación,lr,5824,-8169324.61957709,543764.282368885
5808,-7.58397098089E+56,11312,34493,67,Caida,23,Caida de Tierras,Caida,ct,5825,-8167627.61572227,543544.247962235
5809,-7.58397098089E+56,11314,34494,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,5826,-8167807.89151503,545929.902764216
5810,-7.58397098089E+56,11315,34495,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,5827,-8167677.09111335,546876.178856304
5811,-7.58397098089E+56,11317,34496,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,5828,-8165284.64968661,595035.24885501
5812,-7.58397098089E+56,11319,34497,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,5829,-8165985.03485329,543544.868588836
5813,-7.58397098089E+56,11322,34498,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,5831,-8165275.06385394,543776.075538795
5814,-7.58397098089E+56,11320,34499,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,5830,-8165649.5302645,595373.768121497
5815,-7.58397098089E+56,11323,34500,72,Reptación,8,Reptacion de suelos,Reptación,lr,5832,-8166441.13552,571945.291725831
5816,-7.58397098089E+56,11324,34501,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,5833,-8170470.28259563,544668.633932075
5817,-7.58397098089E+56,11327,34502,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,5834,-8168618.97768142,547662.320209712
5818,-7.58397098089E+56,11328,34503,67,Caida,20,Caida de detritos,Caida,cd,5835,-8164591.37661088,542923.872175479
5819,-7.58397098089E+56,11329,34504,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,5836,-8165192.81110671,542826.424947626
5820,-7.58397098089E+56,11331,34505,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,5837,-8161179.74346361,600452.691413299
5821,-7.58397098089E+56,11333,34506,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,5838,-8161826.94262662,601043.750734618
5822,-7.58397098089E+56,11336,34507,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,5839,-8160499.45769891,602420.320959348
5823,-7.58397098089E+56,11337,34508,72,Reptación,8,Reptacion de suelos,Reptación,lr,5840,-8162554.84842045,603812.13880423
5824,-7.58397098089E+56,11338,34509,72,Reptación,8,Reptacion de suelos,Reptación,lr,5841,-8161277.4572636,605961.887523634
5825,-7.58397098089E+56,11339,34510,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,5842,-8166651.71492719,564525.875489593
5826,-7.58397098089E+56,11341,34511,71,Flujo,5,Flujo de detritos,Flujo,fd,5843,-8536278.49816226,130548.533838796
5827,-7.58397098089E+56,11342,34512,71,Flujo,5,Flujo de detritos,Flujo,fd,5844,-8535044.73812323,130510.800987565
5828,-7.58397098089E+56,11343,34513,71,Flujo,5,Flujo de detritos,Flujo,fd,5845,-8535075.01079084,130463.789501555
5829,-7.58397098089E+56,11346,34515,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,5846,-8536263.03722083,130240.485512973
5830,-7.58397098089E+56,11347,34516,67,Caida,20,Caida de detritos,Caida,cd,5847,-8156664.19199553,565430.792766186
5831,-7.58397098089E+56,9760,33428,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,4713,-8118853.29007674,878756.792943277
5832,-7.58397098089E+56,9761,33429,67,Caida,15,Caida de roca,Caida,cr,4714,-8124627.06103632,882085.165359244
5833,-7.58397098089E+56,9762,33430,67,Caida,15,Caida de roca,Caida,cr,4715,-8124615.92908724,882043.957228258
5834,-7.58397098089E+56,9763,33431,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,4716,-8124936.90024859,883295.201075521
5835,-7.58397098089E+56,9764,33432,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,4717,-8124697.56334339,882441.054887369
5836,-7.58397098089E+56,9765,33433,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,4718,-8124422.97522899,882772.596605404
5837,-7.58397098089E+56,9766,33434,67,Caida,15,Caida de roca,Caida,cr,4719,-8121144.61622512,883252.118801236
5838,-7.58397098089E+56,9767,33435,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,4720,-8122458.18621648,886670.731254805
5839,-7.58397098089E+56,9768,33436,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,4721,-8123038.90293056,885001.667550793
5840,-7.58397098089E+56,9769,33437,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,4722,-8113209.39189352,906083.910924463
5841,-7.58397098089E+56,9770,33438,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,4723,-8113443.16282418,905109.400939508
5842,-7.58397098089E+56,9771,33439,69,Deslizamiento,18,Deslizamiento en cuña,Deslizamiento,dc,4724,-8117272.55330747,904980.092543465
5843,-7.58397098089E+56,9773,33440,69,Deslizamiento,18,Deslizamiento en cuña,Deslizamiento,dc,4725,-8112647.22846501,906994.721908941
5844,-7.58397098089E+56,9775,33441,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,4726,-8070954.36855035,878863.551895113
5845,-7.58397098089E+56,9776,33442,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,4727,-8074336.62570851,881418.347900317
5846,-7.58397098089E+56,9777,33443,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,4728,-8074002.66723613,882630.239494144
5847,-7.58397098089E+56,9778,33444,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,4729,-8073733.64509627,882680.813707617
5848,-7.58397098089E+56,9779,33445,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,4730,-8074032.35247078,884561.464343071
5849,-7.58397098089E+56,9780,33446,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,4731,-8069460.83201176,886927.371501378
5850,-7.58397098089E+56,9781,33447,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,4732,-8075678.02557256,882667.701831737
5851,-7.58397098089E+56,9783,33448,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,4733,-8073290.22249505,886370.382670746
5852,-7.58397098089E+56,9784,33449,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,4734,-8085474.75925347,843716.070455569
5853,-7.58397098089E+56,9785,33450,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,4735,-8085732.03095315,839794.641918102
5854,-7.58397098089E+56,9786,33451,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,4736,-8067815.15890997,866237.716853574
5855,-7.58397098089E+56,9787,33452,67,Caida,15,Caida de roca,Caida,cr,4737,-8162269.71378618,1069115.69663266
5856,-7.58397098089E+56,9788,33453,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,4738,-8087132.8011752,865917.526901047
5857,-7.58397098089E+56,9790,33454,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,4739,-8087377.70405494,864232.352353537
5858,-7.58397098089E+56,9791,33455,71,Flujo,25,Crecida de detritos,Flujo,fcd,4740,-8094908.4676071,859516.054466363
5859,-7.58397098089E+56,9792,33456,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,4741,-8108741.51511245,859585.325838715
5860,-7.58397098089E+56,9793,33457,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,4742,-8111780.79179878,905218.095276918
5861,-7.58397098089E+56,9794,33458,67,Caida,15,Caida de roca,Caida,cr,4743,-8113706.6189895,907007.840757333
5862,-7.58397098089E+56,9796,33459,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,4744,-8112027.54992915,907583.197996306
5863,-7.58397098089E+56,9797,33460,67,Caida,15,Caida de roca,Caida,cr,4745,-8115187.16821705,908512.781053589
5864,-7.58397098089E+56,9799,33461,67,Caida,15,Caida de roca,Caida,cr,4746,-8115159.33834435,908535.271202774
5865,-7.58397098089E+56,9801,33462,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,4747,-8117224.31489857,909343.049797855
5866,-7.58397098089E+56,9802,33463,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,4748,-8117671.44811237,909344.924048544
5867,-7.58397098089E+56,9804,33464,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,4749,-8118317.10115898,908955.089343312
5868,-7.58397098089E+56,9808,33465,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,4752,-8519880.70435824,260965.656198727
5869,-7.58397098089E+56,9806,33466,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,4750,-8120975.7817383,908419.072256907
5870,-7.58397098089E+56,9807,33467,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,4751,-8138670.01479989,1070584.89564902
5871,-7.58397098089E+56,9821,33470,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,4760,-8518378.01490848,261995.731695406
5872,-7.58397098089E+56,9822,33471,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,4761,-8519281.24890031,260508.06013441
5873,-7.58397098089E+56,9823,33472,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,4762,-8519880.82803419,260742.026258671
5874,-7.58397098089E+56,9824,33473,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,4763,-8520336.00107558,261715.032075078
5875,-7.58397098089E+56,9827,33474,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,4764,-8518055.80676495,261702.343335458
5876,-7.58397098089E+56,11376,33476,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,5865,-8024442.61144387,727435.625479401
5877,-7.58397098089E+56,9915,33491,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,4831,-8304310.32486747,435969.369481603
5878,-7.58397098089E+56,598,33485,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,690,-8249021.64440304,1244551.95765289
5879,-7.58397098089E+56,9916,33492,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,4832,-8497421.19303001,334178.054765095
5880,-7.58397098089E+56,9919,33493,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,4833,-8497710.62370607,333771.181473121
5881,-7.58397098089E+56,9920,33494,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,4834,-8498267.22116004,336095.393797647
5882,-7.58397098089E+56,9922,33495,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,4835,-8499966.69875659,334074.014013895
5883,-7.58397098089E+56,9925,33496,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,4836,-8499059.44490663,333929.100206668
5884,-7.58397098089E+56,9927,33497,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,4837,-8503473.26271658,332951.86539835
