FID,OBJECTID,ID,Inentario_Movimiento,F35DOV_TIP,Tipo_Movimiento,Subtipo_Movimiento,Subtipo_nombre,Etiqueta,Representación_mapa,ESRI_OID,x,y
5552,-7.58397098089E+56,10924,34223,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,5559,-8524775.08662883,271976.713902479
5553,-7.58397098089E+56,10926,34224,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,5560,-8509447.40875959,808860.866965055
5554,-7.58397098089E+56,10927,34225,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,5561,-8517518.0718421,262695.471499286
5555,-7.58397098089E+56,10928,34226,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,5562,-8520424.74742267,264459.535307129
5556,-7.58397098089E+56,10929,34227,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,5563,-8518724.03295526,262695.471499286
5557,-7.58397098089E+56,10930,34228,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,5564,-8518445.73422828,262138.402885047
5558,-7.58397098089E+56,10931,34229,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,5565,-8518445.73422828,262138.402885047
5559,-7.58397098089E+56,10932,34230,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,5566,-8517886.04454149,263707.484571762
5560,-7.58397098089E+56,10933,34231,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,5567,-8521018.45133646,267173.757270486
5561,-7.58397098089E+56,10934,34232,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,5568,-8521383.33191435,265295.151545573
5562,-7.58397098089E+56,10935,34233,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,5569,-8521290.56570913,265171.356272841
5563,-7.58397098089E+56,10936,34234,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,5570,-8517610.83804733,265326.100407215
5564,-7.58397098089E+56,10938,34235,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,5571,-8520826.73446039,268606.712619242
5565,-7.58397098089E+56,10939,34236,72,Reptación,8,Reptacion de suelos,Reptación,lr,5572,-8520291.78241349,268390.066282141
5566,-7.58397098089E+56,10940,34237,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,5573,-8520137.17199724,268427.205603582
5567,-7.58397098089E+56,10941,34238,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,5574,-8519735.18495952,269142.140067706
5568,-7.58397098089E+56,10942,34239,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,5575,-8520022.76038495,269844.697908196
5569,-7.58397098089E+56,10943,34240,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,5576,-8520331.98110613,269442.351585463
5570,-7.58397098089E+56,10944,34241,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,5577,-8520301.05911193,269132.855109097
5571,-7.58397098089E+56,10945,34242,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,5578,-8520641.20193862,269132.855109097
5572,-7.58397098089E+56,10946,34243,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,5579,-8520975.160411,269689.949178473
5573,-7.58397098089E+56,10947,34244,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,5580,-8521652.35405421,269442.351585463
5574,-7.58397098089E+56,10948,34245,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,5581,-8521596.69430881,269587.815186224
5575,-7.58397098089E+56,10949,34246,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,5582,-8521321.48770333,269906.597489098
5576,-7.58397098089E+56,10950,34247,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,5583,-8520916.40843279,270216.095551984
5577,-7.58397098089E+56,10951,34248,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,5584,-8520919.50066561,264614.27872467
5578,-7.58397098089E+56,10952,34249,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,5585,-8520854.56433308,270669.511276688
5579,-7.58397098089E+56,10953,34250,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,5586,-8520975.160411,270525.594139338
5580,-7.58397098089E+56,10954,34251,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,5587,-8531816.44194341,271546.944321498
5581,-7.58397098089E+56,10956,34252,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,5588,-8532345.20952467,271373.623869249
5582,-7.58397098089E+56,10957,34253,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,5589,-8533467.68101973,271918.346061086
5583,-7.58397098089E+56,10959,34254,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,5590,-8518048.694674,261717.507899656
5584,-7.58397098089E+56,10960,34255,69,Deslizamiento,82,Deslizamiento traslacional planar,Deslizamiento,dtp,5591,-8518451.91869391,262070.316870608
5585,-7.58397098089E+56,10961,34256,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,5592,-8520199.01620826,260449.878161514
5586,-7.58397098089E+56,10962,34257,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,5593,-8519979.46945949,259928.716952954
5587,-7.58397098089E+56,10964,34258,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,5594,-8524775.08662883,271976.713902479
5588,-7.58397098089E+56,10965,34259,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,5595,-8519877.42655583,260962.375652302
5589,-7.58397098089E+56,10966,34260,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,5596,-8518476.65633379,262051.747922242
5590,-7.58397098089E+56,10968,34261,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,5597,-8519506.36162363,261488.491953128
5591,-7.58397098089E+56,10969,34262,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,5598,-8519277.53817641,260507.441238773
5592,-7.58397098089E+56,10970,34263,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,5599,-8519779.40362161,260850.963011174
5593,-7.58397098089E+56,10972,34264,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,5600,-8520328.88898463,261711.318226868
5594,-7.58397098089E+56,10973,34266,67,Caida,23,Caida de Tierras,Caida,ct,5601,-8534280.93179362,276102.870101762
5595,-7.58397098089E+56,10974,34267,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,5602,-8534280.93179362,277959.945356739
5596,-7.58397098089E+56,10975,34268,67,Caida,23,Caida de Tierras,Caida,ct,5603,-8535446.69421413,277062.356021231
5597,-7.58397098089E+56,10976,34269,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,5604,-8535978.55402821,277737.095090286
5598,-7.58397098089E+56,10977,34270,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,5605,-8536250.66828956,278170.415376584
5599,-7.58397098089E+56,10978,34271,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,5606,-8536658.83979291,277489.483993851
5600,-7.58397098089E+56,10979,34272,67,Caida,15,Caida de roca,Caida,cr,5607,-8536757.79046377,277563.767290019
5601,-7.58397098089E+56,10980,34273,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,5608,-8537122.67104166,277396.630010102
5602,-7.58397098089E+56,10981,34274,70,Propagación lateral,7,Propagacion Lateral lenta,Propagación Lateral,el,5609,-8537119.57880884,277025.214551023
5603,-7.58397098089E+56,10982,34275,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,5610,-8536587.71899476,278526.048399981
5604,-7.58397098089E+56,10983,34276,67,Caida,20,Caida de detritos,Caida,cd,5611,-8537493.73597386,278015.657976326
5605,-7.58397098089E+56,10984,34277,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,5612,-8538352.41122256,278786.351316507
5606,-7.58397098089E+56,10985,34278,67,Caida,15,Caida de roca,Caida,cr,5613,-8537954.4749898,278046.60935415
5607,-7.58397098089E+56,10986,34279,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,5614,-8537462.81386835,276037.872930882
5608,-7.58397098089E+56,10987,34280,67,Caida,23,Caida de Tierras,Caida,ct,5615,-8537673.08403,276690.941407139
5609,-7.58397098089E+56,10988,34281,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,5616,-8537673.08403,275975.970805121
5610,-7.58397098089E+56,10990,34282,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,5617,-8533446.03561267,271943.106298942
5611,-7.58397098089E+56,10991,34284,69,Deslizamiento,81,Deslizamiento traslacional en cuña,Deslizamiento,dtc,5618,-8522558.37092199,271949.296275483
5612,-7.58397098089E+56,10992,34285,71,Flujo,17,Flujo de tierra,Flujo,ft,5619,-8537462.81386835,273868.220535948
5613,-7.58397098089E+56,10993,34286,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,5620,-8541179.64798999,276375.239616602
5614,-7.58397098089E+56,10994,34287,67,Caida,23,Caida de Tierras,Caida,ct,5621,-8540326.19863478,276375.239616602
5615,-7.58397098089E+56,10995,34288,67,Caida,23,Caida de Tierras,Caida,ct,5622,-8539775.78553513,275793.35981917
5616,-7.58397098089E+56,10996,34289,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,5623,-8539438.73482993,276625.943865328
5617,-7.58397098089E+56,10997,34290,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,5624,-8539407.81283574,276313.33746058
5618,-7.58397098089E+56,10998,34291,71,Flujo,17,Flujo de tierra,Flujo,ft,5625,-8540607.58948326,276499.044229564
5619,-7.58397098089E+56,10999,34292,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,5626,-8149095.61076332,539904.276252574
5620,-7.58397098089E+56,11001,34293,67,Caida,23,Caida de Tierras,Caida,ct,5627,-8540384.95050167,278046.60935415
5621,-7.58397098089E+56,11003,34294,72,Reptación,8,Reptacion de suelos,Reptación,lr,5628,-8164827.0029035,608999.794220512
5622,-7.58397098089E+56,11004,34295,67,Caida,23,Caida de Tierras,Caida,ct,5629,-8539908.75054431,276904.504642663
5623,-7.58397098089E+56,11005,34296,67,Caida,23,Caida de Tierras,Caida,ct,5630,-8539076.94648485,277709.238830811
5624,-7.58397098089E+56,11006,34297,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,5631,-8534515.93959514,274053.924235277
5625,-7.58397098089E+56,11007,34298,67,Caida,23,Caida de Tierras,Caida,ct,5632,-8534444.81879699,276836.411971864
5626,-7.58397098089E+56,11009,34299,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,5633,-8528517.05591225,269782.798464112
5627,-7.58397098089E+56,11011,34300,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,5634,-8137528.99001926,565605.879313579
5628,-7.58397098089E+56,11029,34316,67,Caida,20,Caida de detritos,Caida,cd,5646,-8523489.1256523,271509.804231594
5629,-7.58397098089E+56,11026,34314,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,5644,-8160811.83699932,567121.949999276
5630,-7.58397098089E+56,11030,34317,67,Caida,20,Caida de detritos,Caida,cd,5647,-8521571.95655761,271331.841275264
5631,-7.58397098089E+56,11031,34318,69,Deslizamiento,82,Deslizamiento traslacional planar,Deslizamiento,dtp,5648,-8515641.10155137,266548.584440865
5632,-7.58397098089E+56,11013,34305,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,5635,-8146029.47001219,561027.071907602
5633,-7.58397098089E+56,11014,34306,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,5636,-8522532.70565679,271571.704386543
5634,-7.58397098089E+56,11015,34307,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,5637,-8522597.95123486,271438.619001434
5635,-7.58397098089E+56,11016,34308,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,5638,-8522988.18794373,271772.880317396
5636,-7.58397098089E+56,11017,34309,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,5639,-8131870.24916306,558245.781343111
5637,-7.58397098089E+56,11019,34310,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,5640,-8523139.70612716,271621.534166335
5638,-7.58397098089E+56,11020,34311,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,5641,-8523145.89048147,271028.221441733
5639,-7.58397098089E+56,11022,34312,67,Caida,20,Caida de detritos,Caida,cd,5642,-8167835.72138773,565972.19646184
5640,-7.58397098089E+56,11025,34313,72,Reptación,8,Reptacion de suelos,Reptación,lr,5643,-8167342.82339542,566255.0069102
5641,-7.58397098089E+56,11028,34315,67,Caida,20,Caida de detritos,Caida,cd,5645,-8523541.69316488,271447.903990787
5642,-7.58397098089E+56,11032,34319,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,5649,-8171741.18015262,582930.39112019
5643,-7.58397098089E+56,11034,34320,67,Caida,23,Caida de Tierras,Caida,ct,5650,-8511859.3309859,274053.924235277
5644,-7.58397098089E+56,11035,34321,67,Caida,23,Caida de Tierras,Caida,ct,5651,-8512248.94920367,274456.282954351
5645,-7.58397098089E+56,11037,34322,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,5652,-8516027.62753634,273187.30910417
5646,-7.58397098089E+56,11038,34323,72,Reptación,8,Reptacion de suelos,Reptación,lr,5653,-8515690.57683114,271692.409957206
5647,-7.58397098089E+56,11039,34324,72,Reptación,8,Reptacion de suelos,Reptación,lr,5654,-8515973.82304157,274657.462778836
5648,-7.58397098089E+56,11040,34325,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,5655,-8514223.94253994,275548.847223948
5649,-7.58397098089E+56,11042,34326,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,5656,-8158719.27347154,606896.852366587
5650,-7.58397098089E+56,11044,34327,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,5657,-8168970.87094828,559297.444343457
5651,-7.58397098089E+56,11046,34328,67,Caida,15,Caida de roca,Caida,cr,5658,-8173547.33889074,567351.800673018
5652,-7.58397098089E+56,11047,34329,72,Reptación,8,Reptacion de suelos,Reptación,lr,5659,-8182254.68756695,586256.066419716
5653,-7.58397098089E+56,11049,34330,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,5660,-8183111.53851184,595072.516921556
5654,-7.58397098089E+56,11051,34331,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,5661,-8156728.50994828,603772.070374496
5655,-7.58397098089E+56,11053,34332,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,5662,-8154035.19665086,542435.395841709
5656,-7.58397098089E+56,11057,34333,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,5664,-8159554.78814357,609285.575808869
5657,-7.58397098089E+56,11064,34334,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,5665,-8593294.20746326,119542.485956143
5658,-7.58397098089E+56,11083,34335,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,5668,-8574881.62382765,155624.626505874
5659,-7.58397098089E+56,11097,34336,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,5676,-8461728.75534492,554835.600467125
5660,-7.58397098089E+56,11431,34337,72,Reptación,8,Reptacion de suelos,Reptación,lr,5911,-8572047.10042032,156014.810752747
5661,-7.58397098089E+56,11107,34339,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,5677,-8221165.14786738,413732.070151965
5662,-7.58397098089E+56,11108,34341,67,Caida,20,Caida de detritos,Caida,cd,5678,-8468562.23353295,756663.233857587
5663,-7.58397098089E+56,11109,34342,71,Flujo,17,Flujo de tierra,Flujo,ft,5679,-8472902.76604857,769525.566907182
5664,-7.58397098089E+56,11112,34343,67,Caida,15,Caida de roca,Caida,cr,5680,-8328157.12429157,376353.409110913
5665,-7.58397098089E+56,11113,34344,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,5681,-8174766.59656048,569772.380946082
5666,-7.58397098089E+56,11115,34345,71,Flujo,5,Flujo de detritos,Flujo,fd,5682,-8162768.82919468,559663.108741191
5667,-7.58397098089E+56,11116,34346,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,5683,-8163633.41061028,594202.933083431
5668,-7.58397098089E+56,11119,34348,72,Reptación,8,Reptacion de suelos,Reptación,lr,5685,-8165626.02949548,566695.523006157
5669,-7.58397098089E+56,11120,34349,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,5686,-8177476.6076702,582647.514137639
5670,-7.58397098089E+56,11121,34350,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,5687,-8142427.66599393,546470.541794184
5671,-7.58397098089E+56,11122,34351,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,5688,-8174366.77401893,557339.711846999
5672,-7.58397098089E+56,11123,34352,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,5689,-8168498.07235795,558112.306834265
5673,-7.58397098089E+56,11124,34353,72,Reptación,8,Reptacion de suelos,Reptación,lr,5690,-8184094.55139786,587793.196892633
5674,-7.58397098089E+56,11125,34354,72,Reptación,8,Reptacion de suelos,Reptación,lr,5691,-8183565.78381659,588249.684578265
5675,-7.58397098089E+56,11126,34355,72,Reptación,8,Reptacion de suelos,Reptación,lr,5692,-8181197.15240442,591134.632416548
5676,-7.58397098089E+56,11127,34356,72,Reptación,8,Reptacion de suelos,Reptación,lr,5693,-8181048.7264538,590143.985553491
5677,-7.58397098089E+56,11128,34357,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,5694,-8171744.27238544,566385.08150381
5678,-7.58397098089E+56,11130,34359,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,5695,-8169372.54874045,607477.717428317
5679,-7.58397098089E+56,11131,34360,67,Caida,20,Caida de detritos,Caida,cd,5696,-8152213.88610553,542494.360331
5680,-7.58397098089E+56,11132,34361,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,5684,-8325568.89392178,381067.24991251
5681,-7.58397098089E+56,11133,34362,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,5697,-8520950.42277112,262447.885114846
5682,-7.58397098089E+56,11134,34363,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,5698,-8529397.68080418,247729.020605901
5683,-7.58397098089E+56,11135,34364,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,5699,-8520362.90321164,263685.820662676
5684,-7.58397098089E+56,11136,34365,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,5700,-8523455.11131397,267987.723825947
5685,-7.58397098089E+56,11137,34366,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,5701,-8524970.29325962,268730.510681119
5686,-7.58397098089E+56,11138,34367,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,5702,-8522527.4489278,268637.662153083
5687,-7.58397098089E+56,11139,34368,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,5703,-8523145.89048147,269968.496983988
5688,-7.58397098089E+56,11140,34369,72,Reptación,8,Reptacion de suelos,Reptación,lr,5704,-8169369.45650763,607605.073564229
5689,-7.58397098089E+56,11142,34372,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,5706,-8339606.6431652,345013.930041051
5690,-7.58397098089E+56,11141,34371,69,Deslizamiento,82,Deslizamiento traslacional planar,Deslizamiento,dtp,5705,-8168495.59850491,571024.769260789
5691,-7.58397098089E+56,11144,34373,69,Deslizamiento,82,Deslizamiento traslacional planar,Deslizamiento,dtp,5707,-8184613.42390091,550331.786871887
5692,-7.58397098089E+56,11145,34374,72,Reptación,8,Reptacion de suelos,Reptación,lr,5708,-8176231.06624417,565245.462332825
5693,-7.58397098089E+56,11147,34375,72,Reptación,8,Reptacion de suelos,Reptación,lr,5709,-8179029.51456676,593460.689886107
5694,-7.58397098089E+56,11148,34377,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,5710,-8532830.37693494,130576.988051891
5695,-7.58397098089E+56,11150,34378,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,5711,-8167340.96803347,544902.637387412
5696,-7.58397098089E+56,11151,34379,72,Reptación,8,Reptacion de suelos,Reptación,lr,5712,-8173435.05147698,552990.807876133
5697,-7.58397098089E+56,11152,34380,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,5713,-8183197.8111172,552177.595616949
5698,-7.58397098089E+56,11153,34381,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,5714,-8183442.09550586,551376.818662261
5699,-7.58397098089E+56,11154,34382,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,5715,-8181648.61483322,554455.822451339
5700,-7.58397098089E+56,11155,34383,71,Flujo,6,Flujo de lodo,Flujo,fl,5716,-8179375.84185909,551532.317724547
5701,-7.58397098089E+56,11156,34384,72,Reptación,8,Reptacion de suelos,Reptación,lr,5717,-8163181.94818148,602057.53977625
5702,-7.58397098089E+56,11157,34385,72,Reptación,8,Reptacion de suelos,Reptación,lr,5718,-8153685.77723704,541060.603246683
5703,-7.58397098089E+56,11158,34386,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,5719,-8183442.09550586,551401.648910867
5704,-7.58397098089E+56,11159,34387,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,5720,-8165896.90688597,603017.298818406
5705,-7.58397098089E+56,11160,34388,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,5721,-8166802.92386508,570008.017098185
5706,-7.58397098089E+56,11162,34389,67,Caida,23,Caida de Tierras,Caida,ct,5722,-8175803.72307549,568745.091289133
5707,-7.58397098089E+56,11163,34390,72,Reptación,8,Reptacion de suelos,Reptación,lr,5723,-8163400.25805939,572721.147759023
5708,-7.58397098089E+56,11164,34391,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,5724,-8178649.48218166,580488.868501942
5709,-7.58397098089E+56,11165,34392,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,5725,-8182523.70970681,551441.997929004
5710,-7.58397098089E+56,11166,34393,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,5726,-8182684.50458869,553928.161494189
5711,-7.58397098089E+56,11168,34394,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,5727,-8166635.94462889,564556.608343989
5712,-7.58397098089E+56,11169,34395,71,Flujo,6,Flujo de lodo,Flujo,fl,5728,-8534893.80748407,130718.022359732
5713,-7.58397098089E+56,11170,34396,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,5729,-8534925.96634913,130295.229049058
5714,-7.58397098089E+56,11172,34397,71,Flujo,5,Flujo de detritos,Flujo,fd,5730,-8536564.52747128,128240.962595397
5715,-7.58397098089E+56,11173,34398,71,Flujo,5,Flujo de detritos,Flujo,fd,5731,-8535166.84937074,130554.410178332
5716,-7.58397098089E+56,11174,34399,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,5732,-8534880.82017304,130628.638765642
5717,-7.58397098089E+56,11176,34400,71,Flujo,5,Flujo de detritos,Flujo,fd,5733,-8535845.89826458,131555.012563391
5718,-7.58397098089E+56,11177,34401,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,5734,-8531956.82817776,127306.309733884
5719,-7.58397098089E+56,11178,34402,69,Deslizamiento,82,Deslizamiento traslacional planar,Deslizamiento,dtp,5735,-8532731.42637541,131601.962307801
5720,-7.58397098089E+56,11180,34403,71,Flujo,5,Flujo de detritos,Flujo,fd,5736,-8533592.91544688,127374.970472406
5721,-7.58397098089E+56,11182,34404,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,5737,-8532485.90500458,127546.003712878
5722,-7.58397098089E+56,11183,34405,67,Caida,20,Caida de detritos,Caida,cd,5738,-8533516.84716528,127383.939602365
5723,-7.58397098089E+56,11184,34406,71,Flujo,5,Flujo de detritos,Flujo,fd,5739,-8536012.87750077,131555.878590576
5724,-7.58397098089E+56,11185,34407,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,5740,-8534631.27894407,128329.72689402
5725,-7.58397098089E+56,11186,34408,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,5741,-8534786.19860587,128325.706222219
5726,-7.58397098089E+56,11187,34409,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,5742,-8534861.33926215,128375.191519959
5727,-7.58397098089E+56,11189,34410,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,5743,-8534684.1557022,128404.264152683
5728,-7.58397098089E+56,11190,34411,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,5744,-8534234.23950112,128441.378245808
5729,-7.58397098089E+56,11191,34412,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,5745,-8534189.09321371,128441.378245808
5730,-7.58397098089E+56,11193,34413,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,5746,-8534164.04632828,128191.786515271
5731,-7.58397098089E+56,11195,34414,71,Flujo,5,Flujo de detritos,Flujo,fd,5748,-8536256.85275519,130951.842475719
5732,-7.58397098089E+56,11198,34417,72,Reptación,8,Reptacion de suelos,Reptación,lr,5750,-8175482.13353437,566754.507063068
5733,-7.58397098089E+56,11196,34416,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,5749,-8536887.04474904,130752.66235345
5734,-7.58397098089E+56,11200,34418,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,5751,-8169499.329284,563445.266903497
5735,-7.58397098089E+56,11201,34419,72,Reptación,8,Reptacion de suelos,Reptación,lr,5752,-8174987.9986712,586644.227447647
5736,-7.58397098089E+56,11202,34420,72,Reptación,8,Reptacion de suelos,Reptación,lr,5753,-8166561.73159792,607098.756720452
5737,-7.58397098089E+56,11203,34421,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,5754,-8170365.14757046,590038.400141606
5738,-7.58397098089E+56,11204,34422,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,5755,-8166824.56927214,571153.610671768
5739,-7.58397098089E+56,11205,34423,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,5756,-8536938.06614522,130738.435182884
5740,-7.58397098089E+56,11206,34424,71,Flujo,5,Flujo de detritos,Flujo,fd,5757,-8536758.09970931,130764.724462221
5741,-7.58397098089E+56,11208,34425,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,5758,-8536690.99876929,130698.228047522
5742,-7.58397098089E+56,11209,34426,71,Flujo,17,Flujo de tierra,Flujo,ft,5759,-8536660.07666377,130682.763748948
5743,-7.58397098089E+56,11210,34427,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,5760,-8536834.16799091,130738.435182884
5744,-7.58397098089E+56,11214,34428,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,5762,-8177121.62217053,583750.150674531
